gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpkm_24h	fpkm_con	fpkm_diff
ENSG00000179743	AL450998.2	6	0	6	0.71	1.44	0.73
ENSG00000116473	RAP1A	6	0	6	16.75	21.28	4.53
ENSG00000132780	NASP	6	0	6	40.75	86.86	46.11
ENSG00000116199	FAM20B	6	0	6	4.76	5.94	1.18
ENSG00000228436	AL139260.1	6	0	6	0.96	2.15	1.19
ENSG00000169126	ARMC4	6	0	6	0.08	0.63	0.55
ENSG00000107581	EIF3A	6	0	6	53.3	72.42	19.12
ENSG00000035403	VCL	6	0	6	37.58	40.14	2.56
ENSG00000059915	PSD	6	0	6	0.86	1.14	0.28
ENSG00000184384	MAML2	6	0	6	0.17	0.19	0.02
ENSG00000073921	PICALM	6	0	6	75.78	85.56	9.78
ENSG00000168569	TMEM223	6	0	6	12.39	14.92	2.53
ENSG00000166266	CUL5	6	0	6	12.7	17.49	4.79
ENSG00000196914	ARHGEF12	6	0	6	16.28	17.98	1.7
ENSG00000285816	AP000944.5	6	0	6	2.88	5.1	2.22
ENSG00000179241	LDLRAD3	6	0	6	17.32	19.69	2.37
ENSG00000248671	AP003498.1	6	0	6	0.32	0.39	0.07
ENSG00000150990	DHX37	6	0	6	2.82	4.18	1.36
ENSG00000151229	SLC2A13	6	0	6	1.38	1.62	0.24
ENSG00000135679	MDM2	6	0	6	31.31	32.68	1.37
ENSG00000013503	POLR3B	6	0	6	4.11	5.36	1.25
ENSG00000061987	MON2	6	0	6	8.52	10.27	1.75
ENSG00000196935	SRGAP1	6	0	6	1.66	1.8	0.14
ENSG00000122966	CIT	6	0	6	8.76	13.81	5.05
ENSG00000185974	GRK1	6	0	6	5.66	8.61	2.95
ENSG00000121741	ZMYM2	6	0	6	26	27.91	1.91
ENSG00000125246	CLYBL	6	0	6	4.39	4.97	0.58
ENSG00000126777	KTN1	6	0	6	31.91	35.48	3.57
ENSG00000125952	MAX	6	0	6	21.34	37.17	15.83
ENSG00000100442	FKBP3	6	0	6	32.83	46.22	13.39
ENSG00000072110	ACTN1	6	0	6	85.78	90.91	5.13
ENSG00000257621	PSMA3-AS1	6	0	6	4.45	10.77	6.32
ENSG00000119640	ACYP1	6	0	6	4.9	8.41	3.51
ENSG00000100601	ALKBH1	6	0	6	5.72	7.27	1.55
ENSG00000069974	RAB27A	6	0	6	5.21	10.44	5.23
ENSG00000137842	TMEM62	6	0	6	2.57	4.47	1.9
ENSG00000259343	TMC3-AS1	6	0	6	0.61	2.74	2.13
ENSG00000248905	FMN1	6	0	6	0.33	0.42	0.09
ENSG00000103150	MLYCD	6	0	6	1.26	2.18	0.92
ENSG00000187741	FANCA	6	0	6	12.65	23.06	10.41
ENSG00000223959	AFG3L1P	6	0	6	6.49	8.7	2.21
ENSG00000186260	MRTFB	6	0	6	10.3	13.18	2.88
ENSG00000158486	DNAH3	6	0	6	0.01	0.03	0.02
ENSG00000157353	FCSK	6	0	6	4.95	5.86	0.91
ENSG00000158545	ZC3H18	6	0	6	32.36	43.24	10.88
ENSG00000103342	GSPT1	6	0	6	107.69	109.78	2.09
ENSG00000176108	CHMP6	6	0	6	6.07	9.79	3.72
ENSG00000180901	KCTD2	6	0	6	9.1	9.75	0.65
ENSG00000108641	B9D1	6	0	6	9.56	12.58	3.02
ENSG00000132478	UNK	6	0	6	20.03	20.41	0.379999999999999
ENSG00000266826	AC011195.3	6	0	6	0.25	0.26	0.01
ENSG00000083457	ITGAE	6	0	6	14.11	18.07	3.96
ENSG00000121068	TBX2	6	0	6	0.11	0.47	0.36
ENSG00000267426	AC087289.3	6	0	6	0.22	1.96	1.74
ENSG00000186532	SMYD4	6	0	6	6.35	7.79	1.44
ENSG00000126653	NSRP1	6	0	6	31.07	41.05	9.98
ENSG00000177374	HIC1	6	0	6	0.14	0.36	0.22
ENSG00000108559	NUP88	6	0	6	100.39	108.25	7.86
ENSG00000275023	MLLT6	6	0	6	32.82	39.79	6.97
ENSG00000263766	AC025682.2	6	0	6	1.24	1.45	0.21
ENSG00000159314	ARHGAP27	6	0	6	6.74	9.07	2.33
ENSG00000267080	ASB16-AS1	6	0	6	4.58	6.39	1.81
ENSG00000267374	MIR924HG	6	0	6	1.36	2.34	0.98
ENSG00000141446	ESCO1	6	0	6	6.79	6.83	0.04
ENSG00000267284	AC022031.2	6	0	6	0.96	1.92	0.96
ENSG00000266978	AC011511.2	6	0	6	0.24	0.46	0.22
ENSG00000099625	CBARP	6	0	6	2.5	2.67	0.17
ENSG00000142233	NTN5	6	0	6	0.55	0.71	0.16
ENSG00000160113	NR2F6	6	0	6	29.84	36.78	6.94
ENSG00000213965	NUDT19	6	0	6	27.01	28.16	1.15
ENSG00000161847	RAVER1	6	0	6	24.04	34.36	10.32
ENSG00000197256	KANK2	6	0	6	19.22	32.38	13.16
ENSG00000167772	ANGPTL4	6	0	6	0.05	1.34	1.29
ENSG00000196361	ELAVL3	6	0	6	0.02	0.21	0.19
ENSG00000129968	ABHD17A	6	0	6	65.37	67.81	2.44
ENSG00000104866	PPP1R37	6	0	6	11.95	12.2	0.25
ENSG00000213638	ADAT3	6	0	6	3.84	6	2.16
ENSG00000130844	ZNF331	6	0	6	5.74	6.77	1.03
ENSG00000143995	MEIS1	6	0	6	0.21	1.62	1.41
ENSG00000152127	MGAT5	6	0	6	8.87	10.41	1.54
ENSG00000115904	SOS1	6	0	6	8.03	9.13	1.1
ENSG00000138430	OLA1	6	0	6	76.11	89.04	12.93
ENSG00000115839	RAB3GAP1	6	0	6	11.83	13.8	1.97
ENSG00000225953	SATB2-AS1	6	0	6	0.34	0.52	0.18
ENSG00000115808	STRN	6	0	6	5.15	6.32	1.17
ENSG00000186522	SEPTIN10	6	0	6	8.6	8.61	0.00999999999999979
ENSG00000163798	SLC4A1AP	6	0	6	10.93	12.86	1.93
ENSG00000116062	MSH6	6	0	6	8.83	12.78	3.95
ENSG00000153093	ACOXL	6	0	6	0.74	0.79	0.05
ENSG00000153234	NR4A2	6	0	6	0.1	0.43	0.33
ENSG00000180398	MCFD2	6	0	6	24.15	27.37	3.22
ENSG00000171848	RRM2	6	0	6	50.47	95.39	44.92
ENSG00000101188	NTSR1	6	0	6	0.03	0.12	0.09
ENSG00000124164	VAPB	6	0	6	24.34	38.73	14.39
ENSG00000125508	SRMS	6	0	6	0.19	0.73	0.54
ENSG00000101347	SAMHD1	6	0	6	13.07	15.14	2.07
ENSG00000235590	GNAS-AS1	6	0	6	0.42	1.46	1.04
ENSG00000101236	RNF24	6	0	6	6.01	7.65	1.64
ENSG00000160310	PRMT2	6	0	6	5.88	10.47	4.59
ENSG00000142207	URB1	6	0	6	3.72	5.05	1.33
ENSG00000160207	HSF2BP	6	0	6	0.58	0.66	0.0800000000000001
ENSG00000114107	CEP70	6	0	6	20.15	20.24	0.0899999999999999
ENSG00000157388	CACNA1D	6	0	6	1.23	2.44	1.21
ENSG00000242622	AC092910.3	6	0	6	0.88	2.93	2.05
ENSG00000051341	POLQ	6	0	6	6.22	10.68	4.46
ENSG00000177479	ARIH2	6	0	6	31.63	35.58	3.95
ENSG00000072274	TFRC	6	0	6	23.68	50.67	26.99
ENSG00000188958	UTS2B	6	0	6	0.69	0.87	0.18
ENSG00000169282	KCNAB1	6	0	6	0.06	0.27	0.21
ENSG00000170142	UBE2E1	6	0	6	65.65	76.13	10.48
ENSG00000168273	SMIM4	6	0	6	27.75	31.26	3.51
ENSG00000138757	G3BP2	6	0	6	54.63	70.46	15.83
ENSG00000185818	NAT8L	6	0	6	0.75	0.92	0.17
ENSG00000038210	PI4K2B	6	0	6	3.15	4.71	1.56
ENSG00000152969	JAKMIP1	6	0	6	0.79	2.74	1.95
ENSG00000163956	LRPAP1	6	0	6	56.27	66.03	9.76
ENSG00000173320	STOX2	6	0	6	1.27	2.13	0.86
ENSG00000137460	FHDC1	6	0	6	3.09	5.34	2.25
ENSG00000109756	RAPGEF2	6	0	6	8.08	8.42	0.34
ENSG00000109762	SNX25	6	0	6	4.91	6.78	1.87
ENSG00000158987	RAPGEF6	6	0	6	4.48	5.5	1.02
ENSG00000158402	CDC25C	6	0	6	6.69	9.84	3.15
ENSG00000185261	KIAA0825	6	0	6	0.04	0.27	0.23
ENSG00000113048	MRPS27	6	0	6	60.99	62.16	1.16999999999999
ENSG00000169045	HNRNPH1	6	0	6	157.6	184.82	27.22
ENSG00000177738	AC025171.1	6	0	6	1.84	2.81	0.97
ENSG00000225051	HMGB3P22	6	0	6	0.69	1.64	0.95
ENSG00000131504	DIAPH1	6	0	6	68.68	77.86	9.17999999999999
ENSG00000145687	SSBP2	6	0	6	2.12	2.36	0.24
ENSG00000168944	CEP120	6	0	6	5.47	5.49	0.0200000000000005
ENSG00000183666	GUSBP1	6	0	6	3.24	4.97	1.73
ENSG00000154162	CDH12	6	0	6	0.14	0.5	0.36
ENSG00000049656	CLPTM1L	6	0	6	74.37	91.63	17.26
ENSG00000119899	SLC17A5	6	0	6	3.35	3.85	0.5
ENSG00000112419	PHACTR2	6	0	6	1.34	2.72	1.38
ENSG00000118515	SGK1	6	0	6	1.12	3.07	1.95
ENSG00000131018	SYNE1	6	0	6	0.55	0.95	0.4
ENSG00000233822	H2BC15	6	0	6	3.78	5.61	1.83
ENSG00000250903	GMDS-DT	6	0	6	1.75	4.36	2.61
ENSG00000204569	PPP1R10	6	0	6	18.94	57.46	38.52
ENSG00000198719	DLL1	6	0	6	0.61	0.97	0.36
ENSG00000285565	AL671762.1	6	0	6	23.14	28.87	5.73
ENSG00000057663	ATG5	6	0	6	8.37	14.26	5.89
ENSG00000087087	SRRT	6	0	6	67.42	113.43	46.01
ENSG00000231764	DLX6-AS1	6	0	6	0.01	0.35	0.34
ENSG00000105983	LMBR1	6	0	6	10.92	11.83	0.91
ENSG00000136213	CHST12	6	0	6	7.18	9.61	2.43
ENSG00000161040	FBXL13	6	0	6	0.34	0.5	0.16
ENSG00000106009	BRAT1	6	0	6	28.99	36.89	7.9
ENSG00000198742	SMURF1	6	0	6	5.85	5.87	0.0200000000000005
ENSG00000166924	NYAP1	6	0	6	0.03	0.26	0.23
ENSG00000049540	ELN	6	0	6	0.24	0.64	0.4
ENSG00000272556	GTF2IP13	6	0	6	0.99	2.07	1.08
ENSG00000198556	ZNF789	6	0	6	9.21	12.89	3.68
ENSG00000179950	PUF60	6	0	6	74.8	79.85	5.05
ENSG00000204839	MROH6	6	0	6	4.54	5.75	1.21
ENSG00000147649	MTDH	6	0	6	121.48	132.99	11.51
ENSG00000077782	FGFR1	6	0	6	9.15	10.2	1.05
ENSG00000104218	CSPP1	6	0	6	1.66	3.7	2.04
ENSG00000153310	FAM49B	6	0	6	20.27	21.56	1.29
ENSG00000020181	ADGRA2	6	0	6	0.12	0.34	0.22
ENSG00000147687	TATDN1	6	0	6	16.26	17.5	1.24
ENSG00000258677	AC022826.2	6	0	6	3.11	3.22	0.11
ENSG00000136861	CDK5RAP2	6	0	6	30.02	35.44	5.42
ENSG00000188566	NDOR1	6	0	6	10.74	17.67	6.93
ENSG00000119408	NEK6	6	0	6	34.35	38.36	4.01
ENSG00000119335	SET	6	0	6	238.85	247.11	8.26000000000002
ENSG00000080503	SMARCA2	6	0	6	23.79	24.38	0.59
ENSG00000213397	HAUS7	6	0	6	11.32	22.3	10.98
ENSG00000169083	AR	6	0	6	33.35	41.29	7.94
ENSG00000079482	OPHN1	6	0	6	1.94	3.31	1.37
ENSG00000130822	PNCK	6	0	6	0.74	2.36	1.62
ENSG00000101972	STAG2	6	0	6	28.71	31.26	2.55
ENSG00000171302	CANT1	13	8	5	51.18	70.84	19.66
ENSG00000146648	EGFR	12	7	5	25.92	38.24	12.32
ENSG00000260027	HOXB7	11	6	5	2.06	5.32	3.26
ENSG00000203499	IQANK1	11	6	5	19.39	37.18	17.79
ENSG00000163357	DCST1	10	5	5	0.47	0.9	0.43
ENSG00000229980	TOB1-AS1	9	4	5	1.59	3.53	1.94
ENSG00000119772	DNMT3A	9	4	5	5.63	6.69	1.06
ENSG00000144504	ANKMY1	9	4	5	3.32	6.97	3.65
ENSG00000100325	ASCC2	9	4	5	58.59	64.95	6.36
ENSG00000239523	MYLK-AS1	9	4	5	1.59	5.26	3.67
ENSG00000111961	SASH1	9	4	5	7	9.87	2.87
ENSG00000186193	SAPCD2	9	4	5	20.43	26.14	5.71
ENSG00000143850	PLEKHA6	8	3	5	7.97	12.52	4.55
ENSG00000008130	NADK	8	3	5	49.86	69.82	19.96
ENSG00000083642	PDS5B	8	3	5	37.91	43.45	5.54000000000001
ENSG00000090905	TNRC6A	8	3	5	15.93	17.19	1.26
ENSG00000257950	P2RX5-TAX1BP3	8	3	5	0.1	0.46	0.36
ENSG00000154025	SLC5A10	8	3	5	0.02	0.05	0.03
ENSG00000237126	AC073254.1	8	3	5	0.33	0.49	0.16
ENSG00000119042	SATB2	8	3	5	1.52	1.86	0.34
ENSG00000130508	PXDN	8	3	5	8.57	10.51	1.94
ENSG00000011376	LARS2	8	3	5	7.65	9.29	1.64
ENSG00000130997	POLN	8	3	5	0.43	2.31	1.88
ENSG00000196782	MAML3	8	3	5	4.98	6.25	1.27
ENSG00000113732	ATP6V0E1	8	3	5	84.16	100.05	15.89
ENSG00000233937	AC008443.1	8	3	5	8.1	11.45	3.35
ENSG00000009335	UBE3C	8	3	5	35.53	39.41	3.88
ENSG00000104611	SH2D4A	8	3	5	13.58	20.09	6.51
ENSG00000187796	CARD9	8	3	5	0.76	1.16	0.4
ENSG00000004455	AK2	7	2	5	212.02	220.25	8.22999999999999
ENSG00000162572	SCNN1D	7	2	5	3.55	3.58	0.0300000000000002
ENSG00000097021	ACOT7	7	2	5	36.24	42.78	6.54
ENSG00000130764	LRRC47	7	2	5	26.05	28.14	2.09
ENSG00000171517	LPAR3	7	2	5	11.36	13.49	2.13
ENSG00000107518	ATRNL1	7	2	5	0.18	0.23	0.05
ENSG00000283496	ZNF511-PRAP1	7	2	5	0.13	0.21	0.08
ENSG00000165868	HSPA12A	7	2	5	2.1	5.04	2.94
ENSG00000250644	AC068580.4	7	2	5	0.43	0.45	0.02
ENSG00000166250	CLMP	7	2	5	0.02	0.39	0.37
ENSG00000162174	ASRGL1	7	2	5	8	10.99	2.99
ENSG00000111266	DUSP16	7	2	5	19.47	21.24	1.77
ENSG00000205822	TPTE2P6	7	2	5	0.09	0.15	0.06
ENSG00000104131	EIF3J	7	2	5	45.58	64.86	19.28
ENSG00000267047	AC040977.2	7	2	5	1.24	1.85	0.61
ENSG00000121075	TBX4	7	2	5	0.03	0.04	0.01
ENSG00000108651	UTP6	7	2	5	34.88	42.6	7.72
ENSG00000160602	NEK8	7	2	5	2.54	5.59	3.05
ENSG00000179761	PIPOX	7	2	5	0.42	0.9	0.48
ENSG00000071655	MBD3	7	2	5	26.61	48.11	21.5
ENSG00000225521	AC005237.1	7	2	5	0.18	0.35	0.17
ENSG00000065413	ANKRD44	7	2	5	2.06	3.61	1.55
ENSG00000142327	RNPEPL1	7	2	5	38.13	41.14	3.01
ENSG00000115361	ACADL	7	2	5	2.46	2.72	0.26
ENSG00000236830	CBR3-AS1	7	2	5	6.13	9.22	3.09
ENSG00000100290	BIK	7	2	5	6.21	7.3	1.09
ENSG00000113924	HGD	7	2	5	1.79	2.82	1.03
ENSG00000164134	NAA15	7	2	5	11.99	12.51	0.52
ENSG00000112146	FBXO9	7	2	5	32.13	97.56	65.43
ENSG00000096093	EFHC1	7	2	5	6.12	6.29	0.17
ENSG00000171044	XKR6	7	2	5	1.68	2.51	0.83
ENSG00000188833	ENTPD8	7	2	5	0.04	0.14	0.1
ENSG00000196739	COL27A1	7	2	5	0.03	0.12	0.09
ENSG00000273066	AL355987.4	7	2	5	0.46	1.36	0.9
ENSG00000158290	CUL4B	7	2	5	16.33	17.35	1.02
ENSG00000154511	DIPK1A	6	1	5	3.17	4.6	1.43
ENSG00000117676	RPS6KA1	6	1	5	40.81	44.12	3.31
ENSG00000162413	KLHL21	6	1	5	10.09	10.32	0.23
ENSG00000143156	NME7	6	1	5	17.07	21.56	4.49
ENSG00000121454	LHX4	6	1	5	0.26	0.59	0.33
ENSG00000121774	KHDRBS1	6	1	5	61.3	62.19	0.890000000000001
ENSG00000116544	DLGAP3	6	1	5	0.41	0.58	0.17
ENSG00000231365	WARS2-AS1	6	1	5	1.95	5.29	3.34
ENSG00000116675	DNAJC6	6	1	5	0.85	1.2	0.35
ENSG00000116678	LEPR	6	1	5	0.41	0.44	0.03
ENSG00000117481	NSUN4	6	1	5	11.21	12.62	1.41
ENSG00000173660	UQCRH	6	1	5	226.21	234.16	7.94999999999999
ENSG00000117154	IGSF21	6	1	5	2.93	3.8	0.87
ENSG00000198879	SFMBT2	6	1	5	0.08	0.24	0.16
ENSG00000128805	ARHGAP22	6	1	5	0.94	1.91	0.97
ENSG00000148541	FAM13C	6	1	5	3.19	6.04	2.85
ENSG00000149557	FEZ1	6	1	5	0.95	1.53	0.58
ENSG00000006118	TMEM132A	6	1	5	103.21	105.93	2.72000000000001
ENSG00000002330	BAD	6	1	5	38.41	42.53	4.12
ENSG00000162302	RPS6KA4	6	1	5	19.39	24.56	5.17
ENSG00000184743	ATL3	6	1	5	12.96	18.51	5.55
ENSG00000177685	CRACR2B	6	1	5	64.32	80.44	16.12
ENSG00000176102	CSTF3	6	1	5	12.64	24.13	11.49
ENSG00000205339	IPO7	6	1	5	47.13	57	9.87
ENSG00000139438	FAM222A	6	1	5	2.53	3.46	0.93
ENSG00000111424	VDR	6	1	5	9.04	10.87	1.83
ENSG00000183098	GPC6	6	1	5	4.51	5.52	1.01
ENSG00000102595	UGGT2	6	1	5	3.02	4.08	1.06
ENSG00000166166	TRMT61A	6	1	5	6.55	7.95	1.4
ENSG00000066629	EML1	6	1	5	4.44	6.91	2.47
ENSG00000129493	HEATR5A	6	1	5	4.93	8.28	3.35
ENSG00000177971	IMP3	6	1	5	25.7	52.67	26.97
ENSG00000159433	STARD9	6	1	5	0.39	0.69	0.3
ENSG00000137821	LRRC49	6	1	5	2.18	3.84	1.66
ENSG00000166747	AP1G1	6	1	5	27.15	32.96	5.81
ENSG00000282034	AC106886.6	6	1	5	4.23	5.2	0.97
ENSG00000072736	NFATC3	6	1	5	8.33	9.34	1.01
ENSG00000174990	CA5A	6	1	5	0.07	0.12	0.05
ENSG00000103528	SYT17	6	1	5	1.18	1.91	0.73
ENSG00000167861	HID1	6	1	5	97.07	114.47	17.4
ENSG00000262223	AC110285.1	6	1	5	0.4	0.92	0.52
ENSG00000229848	AC139149.1	6	1	5	0.62	1.7	1.08
ENSG00000179148	ALOXE3	6	1	5	2.5	5.38	2.88
ENSG00000141569	TRIM65	6	1	5	6.36	11.38	5.02
ENSG00000132535	DLG4	6	1	5	3.4	3.66	0.26
ENSG00000141378	PTRH2	6	1	5	28.7	37.82	9.12
ENSG00000091157	WDR7	6	1	5	14.06	18.19	4.13
ENSG00000074657	ZNF532	6	1	5	28.82	29.3	0.48
ENSG00000090674	MCOLN1	6	1	5	13.32	16.01	2.69
ENSG00000173581	CCDC106	6	1	5	31.68	35.73	4.05
ENSG00000125755	SYMPK	6	1	5	18.24	20.8	2.56
ENSG00000130312	MRPL34	6	1	5	66.89	75.03	8.14
ENSG00000187556	NANOS3	6	1	5	4.33	6.57	2.24
ENSG00000266903	AC243964.3	6	1	5	0.12	0.13	0.01
ENSG00000119559	C19orf25	6	1	5	23.89	30.31	6.42
ENSG00000123159	GIPC1	6	1	5	58.78	60.18	1.4
ENSG00000123815	COQ8B	6	1	5	19.15	20.67	1.52
ENSG00000011332	DPF1	6	1	5	3.65	4.9	1.25
ENSG00000181027	FKRP	6	1	5	2.7	5.41	2.71
ENSG00000104852	SNRNP70	6	1	5	106.04	110.32	4.27999999999999
ENSG00000138031	ADCY3	6	1	5	9.36	14.54	5.18
ENSG00000115866	DARS1	6	1	5	34.58	44.5	9.92
ENSG00000115468	EFHD1	6	1	5	1.72	1.94	0.22
ENSG00000243147	MRPL33	6	1	5	21.05	23.8	2.75
ENSG00000162959	MEMO1	6	1	5	13.26	14.43	1.17
ENSG00000121152	NCAPH	6	1	5	19.47	33.71	14.24
ENSG00000196843	ARID5A	6	1	5	10.53	17.87	7.34
ENSG00000196700	ZNF512B	6	1	5	2.13	4.91	2.78
ENSG00000171984	SHLD1	6	1	5	1.42	1.96	0.54
ENSG00000132819	RBM38	6	1	5	11.19	14.87	3.68
ENSG00000130706	ADRM1	6	1	5	91.63	94.82	3.19
ENSG00000160298	C21orf58	6	1	5	2.88	12.01	9.13
ENSG00000207751	AP000553.1	6	1	5	0.32	0.71	0.39
ENSG00000164050	PLXNB1	6	1	5	12.71	13.21	0.5
ENSG00000058262	SEC61A1	6	1	5	129.38	160.67	31.29
ENSG00000114656	KIAA1257	6	1	5	11.57	16.23	4.66
ENSG00000114019	AMOTL2	6	1	5	2.04	2.53	0.49
ENSG00000169814	BTD	6	1	5	3.65	6.32	2.67
ENSG00000283765	AC131160.1	6	1	5	0.25	1.53	1.28
ENSG00000065882	TBC1D1	6	1	5	41.15	54.9	13.75
ENSG00000168924	LETM1	6	1	5	14.86	17.83	2.97
ENSG00000170088	TMEM192	6	1	5	11.46	14.91	3.45
ENSG00000122012	SV2C	6	1	5	0.02	0.25	0.23
ENSG00000214944	ARHGEF28	6	1	5	0.39	0.56	0.17
ENSG00000169570	DTWD2	6	1	5	9.25	11.35	2.1
ENSG00000131016	AKAP12	6	1	5	0.03	0.85	0.82
ENSG00000137177	KIF13A	6	1	5	5.56	6.42	0.86
ENSG00000196295	GARS-DT	6	1	5	14.01	18.48	4.47
ENSG00000253552	HOXA-AS2	6	1	5	0.2	0.31	0.11
ENSG00000104765	BNIP3L	6	1	5	55.13	82.5	27.37
ENSG00000081377	CDC14B	6	1	5	1.53	2.36	0.83
ENSG00000137073	UBAP2	6	1	5	27.7	31.75	4.05
ENSG00000106785	TRIM14	6	1	5	37.01	37.61	0.600000000000001
ENSG00000086102	NFX1	6	1	5	12.98	17.8	4.82
ENSG00000135048	CEMIP2	6	1	5	4.9	5.32	0.42
ENSG00000160326	SLC2A6	6	1	5	6.64	8.81	2.17
ENSG00000184343	SRPK3	6	1	5	0.34	0.79	0.45
ENSG00000047230	CTPS2	6	1	5	7	9.84	2.84
ENSG00000260238	PMF1-BGLAP	5	0	5	1.98	2.92	0.94
ENSG00000160783	PMF1	5	0	5	47.13	53.47	6.34
ENSG00000067208	EVI5	5	0	5	3.31	3.97	0.66
ENSG00000176261	ZBTB8OS	5	0	5	29.12	42.29	13.17
ENSG00000143155	TIPRL	5	0	5	18.41	23.06	4.65
ENSG00000162542	TMCO4	5	0	5	8.17	12.36	4.19
ENSG00000076321	KLHL20	5	0	5	6.6	6.78	0.180000000000001
ENSG00000036549	AC118549.1	5	0	5	13.34	13.64	0.300000000000001
ENSG00000163125	RPRD2	5	0	5	23.14	23.81	0.669999999999998
ENSG00000189410	SH2D5	5	0	5	0.35	0.65	0.3
ENSG00000160072	ATAD3B	5	0	5	14.17	16.94	2.77
ENSG00000184007	PTP4A2	5	0	5	74.38	85.41	11.03
ENSG00000090273	NUDC	5	0	5	71.41	86.14	14.73
ENSG00000152904	GGPS1	5	0	5	22.29	30.63	8.34
ENSG00000133069	TMCC2	5	0	5	0.52	0.55	0.03
ENSG00000154309	DISP1	5	0	5	0.98	1.78	0.8
ENSG00000116688	MFN2	5	0	5	42.35	47.24	4.89
ENSG00000143799	PARP1	5	0	5	66.98	78.93	11.95
ENSG00000143183	TMCO1	5	0	5	58.54	60.59	2.05
ENSG00000162616	DNAJB4	5	0	5	3.17	4.85	1.68
ENSG00000204138	PHACTR4	5	0	5	14.31	17.7	3.39
ENSG00000133216	EPHB2	5	0	5	1.78	2.91	1.13
ENSG00000269113	TRABD2B	5	0	5	0.94	1.87	0.93
ENSG00000184163	C1QTNF12	5	0	5	1.02	1.66	0.64
ENSG00000158286	RNF207	5	0	5	2.81	11.58	8.77
ENSG00000090686	USP48	5	0	5	6.08	6.75	0.67
ENSG00000143578	CREB3L4	5	0	5	29.42	62.86	33.44
ENSG00000118454	ANKRD13C	5	0	5	6.34	9.95	3.61
ENSG00000236810	ELOA-AS1	5	0	5	1.74	2.28	0.54
ENSG00000057757	PITHD1	5	0	5	10.02	13.73	3.71
ENSG00000159445	THEM4	5	0	5	6.3	10.96	4.66
ENSG00000122432	SPATA1	5	0	5	2.61	2.9	0.29
ENSG00000285851	AL359762.3	5	0	5	0.06	0.43	0.37
ENSG00000080947	CROCCP3	5	0	5	0.47	0.96	0.49
ENSG00000173614	NMNAT1	5	0	5	2.87	3.99	1.12
ENSG00000163362	INAVA	5	0	5	3.05	7.74	4.69
ENSG00000187554	TLR5	5	0	5	0.44	0.66	0.22
ENSG00000135829	DHX9	5	0	5	48.44	66.4	17.96
ENSG00000176444	CLK2	5	0	5	37.14	42.26	5.12
ENSG00000171729	TMEM51	5	0	5	1.89	3.53	1.64
ENSG00000158747	NBL1	5	0	5	4.2	9.15	4.95
ENSG00000135747	ZNF670-ZNF695	5	0	5	0.04	0.18	0.14
ENSG00000122912	SLC25A16	5	0	5	5.53	6.39	0.859999999999999
ENSG00000214279	SCART1	5	0	5	0.48	0.99	0.51
ENSG00000165730	STOX1	5	0	5	0.92	1.37	0.45
ENSG00000148704	VAX1	5	0	5	0.38	0.75	0.37
ENSG00000048740	CELF2	5	0	5	0.02	0.05	0.03
ENSG00000107807	TLX1	5	0	5	0.16	0.19	0.03
ENSG00000078114	NEBL	5	0	5	2.75	2.86	0.11
ENSG00000108239	TBC1D12	5	0	5	1.02	1.74	0.72
ENSG00000119969	HELLS	5	0	5	3.72	8.21	4.49
ENSG00000120029	ARMH3	5	0	5	3.27	5.85	2.58
ENSG00000176171	BNIP3	5	0	5	115.17	235.48	120.31
ENSG00000077514	POLD3	5	0	5	7.51	13.39	5.88
ENSG00000134333	LDHA	5	0	5	665.52	1100.37	434.85
ENSG00000170325	PRDM10	5	0	5	6.69	6.75	0.0599999999999996
ENSG00000182919	C11orf54	5	0	5	11.61	13.7	2.09
ENSG00000284057	AP001273.2	5	0	5	0.25	1.39	1.14
ENSG00000165912	PACSIN3	5	0	5	17.52	20.62	3.1
ENSG00000172732	MUS81	5	0	5	27.63	29.18	1.55
ENSG00000185238	PRMT3	5	0	5	7.5	10.21	2.71
ENSG00000173442	EHBP1L1	5	0	5	4.08	7.91	3.83
ENSG00000162298	SYVN1	5	0	5	41.97	49.4	7.43
ENSG00000110375	UPK2	5	0	5	0.4	0.79	0.39
ENSG00000213593	TMX2	5	0	5	108.33	115.25	6.92
ENSG00000052850	ALX4	5	0	5	1.24	1.71	0.47
ENSG00000149781	FERMT3	5	0	5	0.17	0.21	0.04
ENSG00000149328	GLB1L2	5	0	5	18.25	23.49	5.24
ENSG00000110237	ARHGEF17	5	0	5	4.87	5.09	0.22
ENSG00000110057	UNC93B1	5	0	5	12.08	19.06	6.98
ENSG00000157837	SPPL3	5	0	5	23.91	24.17	0.260000000000002
ENSG00000166578	IQCD	5	0	5	1.12	1.85	0.73
ENSG00000249550	LINC01234	5	0	5	0.35	0.46	0.11
ENSG00000118596	SLC16A7	5	0	5	0.75	2.13	1.38
ENSG00000243024	AC012158.1	5	0	5	0.07	0.08	0.01
ENSG00000166153	DEPDC4	5	0	5	2.14	2.43	0.29
ENSG00000248265	AC023794.2	5	0	5	0.05	0.07	0.02
ENSG00000198270	TMEM116	5	0	5	2.99	4.13	1.14
ENSG00000178878	APOLD1	5	0	5	1.98	2.8	0.82
ENSG00000258344	AC078778.1	5	0	5	0.17	0.34	0.17
ENSG00000010292	NCAPD2	5	0	5	46.87	57.8	10.93
ENSG00000151491	EPS8	5	0	5	3.16	3.59	0.43
