gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpkm_sh4	fpkm_sh5	fpkm_sicon	fpkm_diff_sh4	fpkm_diff_sh5
ENSG00000281207	SLFNL1-AS1	4	0	4	0.19	0.24	0.47	0.28	0.23
ENSG00000127481	UBR4	4	0	4	41.11	56.58	57.72	16.61	1.14
ENSG00000163467	TSACC	4	0	4	1.47	2.67	3.81	2.34	1.14
ENSG00000159363	ATP13A2	4	0	4	35.88	35.68	43.23	7.34999999999999	7.55
ENSG00000176092	CRYBG2	4	0	4	1.46	1.62	2.33	0.87	0.71
ENSG00000168528	SERINC2	4	0	4	72.6	105.56	109.46	36.86	3.89999999999999
ENSG00000224914	LINC00863	4	0	4	0.95	1.13	1.9	0.95	0.77
ENSG00000196693	ZNF33B	4	0	4	6.24	6.94	7.22	0.98	0.279999999999999
ENSG00000172731	LRRC20	4	0	4	20.43	25.58	29.17	8.74	3.59
ENSG00000107890	ANKRD26	4	0	4	2.33	2.37	3.31	0.98	0.94
ENSG00000186862	PDZD7	4	0	4	2.06	1.59	2.87	0.81	1.28
ENSG00000276805	AL133216.2	4	0	4	1.09	1.16	1.33	0.24	0.17
ENSG00000149179	C11orf49	4	0	4	15.99	17.48	18.63	2.64	1.15
ENSG00000152558	TMEM123	4	0	4	157.02	103.62	161.2	4.17999999999998	57.58
ENSG00000162236	STX5	4	0	4	23.26	25.1	28.81	5.55	3.71
ENSG00000154134	ROBO3	4	0	4	24.47	26.18	26.66	2.19	0.48
ENSG00000014216	CAPN1	4	0	4	87.24	72.24	90.51	3.27000000000001	18.27
ENSG00000109920	FNBP4	4	0	4	48.41	47.7	52.19	3.78	4.48999999999999
ENSG00000174996	KLC2	4	0	4	14.95	12.07	25.17	10.22	13.1
ENSG00000149809	TM7SF2	4	0	4	56.52	39.59	59.58	3.06	19.99
ENSG00000166889	PATL1	4	0	4	15.04	19.32	19.67	4.63	0.350000000000001
ENSG00000019485	PRDM11	4	0	4	0.4	0.42	0.49	0.09	0.07
ENSG00000111361	EIF2B1	4	0	4	10.48	15.34	16.24	5.76	0.899999999999999
ENSG00000180881	CAPS2	4	0	4	1.35	1.27	1.36	0.01	0.0900000000000001
ENSG00000122970	IFT81	4	0	4	6.14	5.39	6.53	0.390000000000001	1.14
ENSG00000139579	NABP2	4	0	4	28.61	49.2	50.43	21.82	1.23
ENSG00000139351	SYCP3	4	0	4	0.53	1.21	1.42	0.89	0.21
ENSG00000120802	TMPO	4	0	4	57.13	56.88	58.73	1.59999999999999	1.84999999999999
ENSG00000111450	STX2	4	0	4	3.08	4.34	4.56	1.48	0.22
ENSG00000120868	APAF1	4	0	4	3.08	2.14	5.09	2.01	2.95
ENSG00000257913	DDN-AS1	4	0	4	0.7	0.71	1.27	0.57	0.56
ENSG00000084444	FAM234B	4	0	4	8.86	10.17	10.74	1.88	0.57
ENSG00000111581	NUP107	4	0	4	27.96	26.72	28.23	0.27	1.51
ENSG00000197168	NEK5	4	0	4	0.34	0.07	0.35	0.00999999999999995	0.28
ENSG00000165480	SKA3	4	0	4	29.76	28.48	36.12	6.36	7.64
ENSG00000270181	BIVM-ERCC5	4	0	4	0.79	1.58	3.38	2.59	1.8
ENSG00000070269	TMEM260	4	0	4	3.57	3.85	3.95	0.38	0.1
ENSG00000175785	PRIMA1	4	0	4	0.29	0.39	0.61	0.32	0.22
ENSG00000073712	FERMT2	4	0	4	19.29	16.24	19.34	0.0500000000000007	3.1
ENSG00000140043	PTGR2	4	0	4	16.7	13.85	18.78	2.08	4.93
ENSG00000259736	CRTC3-AS1	4	0	4	0.21	0.32	0.53	0.32	0.21
ENSG00000074410	CA12	4	0	4	14.2	13.42	16.93	2.73	3.51
ENSG00000174444	RPL4	4	0	4	1773.46	1977.38	2034.22	260.76	56.8399999999999
ENSG00000214265	AC124312.1	4	0	4	10.45	19.42	29.81	19.36	10.39
ENSG00000140612	SEC11A	4	0	4	46.79	45.69	48.2	1.41	2.51000000000001
ENSG00000259673	IQCH-AS1	4	0	4	2.55	3.33	4.02	1.47	0.69
ENSG00000167173	C15orf39	4	0	4	7.91	9.42	10.59	2.68	1.17
ENSG00000137764	MAP2K5	4	0	4	13.33	12.92	13.79	0.459999999999999	0.869999999999999
ENSG00000178188	SH2B1	4	0	4	26.07	26.53	33.56	7.49	7.03
ENSG00000185324	CDK10	4	0	4	34.13	33.12	46.69	12.56	13.57
ENSG00000003249	DBNDD1	4	0	4	52.29	56.99	63.01	10.72	6.02
ENSG00000181938	GINS3	4	0	4	4.07	5.44	6.29	2.22	0.85
ENSG00000180096	SEPTIN1	4	0	4	3.8	3.57	5.56	1.76	1.99
ENSG00000083093	PALB2	4	0	4	3.9	3.68	4.17	0.27	0.49
ENSG00000167513	CDT1	4	0	4	62.85	67.23	70.36	7.51	3.13
ENSG00000090447	TFAP4	4	0	4	8.36	11.79	12.84	4.48	1.05
ENSG00000217930	PAM16	4	0	4	58.38	50.75	64.63	6.24999999999999	13.88
ENSG00000205937	RNPS1	4	0	4	188.67	189.55	193.34	4.67000000000002	3.78999999999999
ENSG00000167984	NLRC3	4	0	4	0.31	0.27	0.34	0.03	0.07
ENSG00000188322	SBK1	4	0	4	5.9	3.96	10.41	4.51	6.45
ENSG00000149926	TLCD3B	4	0	4	2.96	3.26	3.93	0.97	0.67
ENSG00000108825	PTGES3L-AARSD1	4	0	4	0.12	0.2	0.21	0.09	0.00999999999999998
ENSG00000167363	FN3K	4	0	4	23.71	17.32	25.12	1.41	7.8
ENSG00000169733	RFNG	4	0	4	25.15	18.21	25.4	0.25	7.19
ENSG00000068120	COASY	4	0	4	73.63	53.06	74.91	1.28	21.85
ENSG00000108788	MLX	4	0	4	32.56	27.49	42.35	9.79	14.86
ENSG00000198933	TBKBP1	4	0	4	5.85	7.09	7.62	1.77	0.53
ENSG00000177427	MIEF2	4	0	4	3.18	5.89	8.97	5.79	3.08
ENSG00000182173	TSEN54	4	0	4	20.77	21.02	28.94	8.17	7.92
ENSG00000101577	LPIN2	4	0	4	4.98	7.37	8.77	3.79	1.4
ENSG00000179134	SAMD4B	4	0	4	78.16	105.03	134.89	56.73	29.86
ENSG00000126453	BCL2L12	4	0	4	30.41	34.25	38.19	7.78	3.94
ENSG00000171574	ZNF584	4	0	4	6.98	6.5	7.27	0.289999999999999	0.77
ENSG00000179954	SSC5D	4	0	4	0.03	0.06	0.26	0.23	0.2
ENSG00000250067	YJEFN3	4	0	4	3.93	2.36	5.46	1.53	3.1
ENSG00000179943	FIZ1	4	0	4	5.52	4.45	7.05	1.53	2.6
ENSG00000185453	ZSWIM9	4	0	4	0.72	0.94	2.08	1.36	1.14
ENSG00000259605	AC074212.1	4	0	4	2.11	5.5	6.94	4.83	1.44
ENSG00000105393	BABAM1	4	0	4	82.23	66.72	90.09	7.86	23.37
ENSG00000105717	PBX4	4	0	4	5.02	3.25	6.13	1.11	2.88
ENSG00000123154	WDR83	4	0	4	8.55	8.18	8.85	0.299999999999999	0.67
ENSG00000125651	GTF2F1	4	0	4	31.02	33.46	38.83	7.81	5.37
ENSG00000104888	SLC17A7	4	0	4	0.17	0.18	0.31	0.14	0.13
ENSG00000088038	CNOT3	4	0	4	24.01	26.08	33.28	9.27	7.2
ENSG00000104983	CCDC61	4	0	4	4.06	4.67	5.66	1.6	0.99
ENSG00000104825	NFKBIB	4	0	4	11.48	14.39	18.33	6.85	3.94
ENSG00000125505	MBOAT7	4	0	4	143.36	162.32	167.3	23.94	4.98000000000002
ENSG00000179066	AC020907.1	4	0	4	3.74	4.31	6.39	2.65	2.08
ENSG00000142552	RCN3	4	0	4	14.98	28.64	39.66	24.68	11.02
ENSG00000132017	DCAF15	4	0	4	17.12	16.41	19.73	2.61	3.32
ENSG00000105204	DYRK1B	4	0	4	16.48	19.16	27.68	11.2	8.52
ENSG00000105520	PLPPR2	4	0	4	51.55	56.93	57.41	5.86	0.479999999999997
ENSG00000004777	ARHGAP33	4	0	4	10.5	7.38	11.46	0.960000000000001	4.08
ENSG00000173928	SWSAP1	4	0	4	1.84	1.73	2.53	0.69	0.8
ENSG00000130758	MAP3K10	4	0	4	8.33	9.48	12.35	4.02	2.87
ENSG00000105219	CNTD2	4	0	4	0.05	0.1	0.28	0.23	0.18
ENSG00000105669	COPE	4	0	4	277.97	222.08	329.58	51.61	107.5
ENSG00000267751	AC009005.1	4	0	4	15.03	14.66	21.88	6.85	7.22
ENSG00000188493	C19orf54	4	0	4	10.24	13.06	17.23	6.99	4.17
ENSG00000105722	ERF	4	0	4	7.75	11.95	16.73	8.98	4.78
ENSG00000126243	LRFN3	4	0	4	13.95	17.6	17.73	3.78	0.129999999999999
ENSG00000188766	SPRED3	4	0	4	0.64	0.62	1.02	0.38	0.4
ENSG00000104973	MED25	4	0	4	39.55	28.8	50.48	10.93	21.68
ENSG00000179168	GGN	4	0	4	0.46	0.71	1.34	0.88	0.63
ENSG00000135912	TTLL4	4	0	4	7.18	8.62	10.16	2.98	1.54
ENSG00000163497	FEV	4	0	4	13.47	14.16	16.32	2.85	2.16
ENSG00000084710	EFR3B	4	0	4	0.05	0.05	0.06	0.01	0.01
ENSG00000115844	DLX2	4	0	4	1.69	1.22	2.23	0.54	1.01
ENSG00000173272	MZT2A	4	0	4	87.18	84.86	90.94	3.75999999999999	6.08
ENSG00000163013	FBXO41	4	0	4	4.77	4.47	5.6	0.83	1.13
ENSG00000084693	AGBL5	4	0	4	25.81	23.92	30.44	4.63	6.52
ENSG00000234072	AC074117.1	4	0	4	2.71	2.55	2.97	0.26	0.42
ENSG00000153563	CD8A	4	0	4	0.99	0.47	1.73	0.74	1.26
ENSG00000153094	BCL2L11	4	0	4	11.53	12.74	14.65	3.12	1.91
ENSG00000078018	MAP2	4	0	4	1.77	2.53	2.8	1.03	0.27
ENSG00000125531	FNDC11	4	0	4	0.03	0.06	0.14	0.11	0.08
ENSG00000205611	LINC01597	4	0	4	0.13	0.1	0.14	0.01	0.04
ENSG00000159263	SIM2	4	0	4	7.93	8.32	12.23	4.3	3.91
ENSG00000159082	SYNJ1	4	0	4	4.76	4.65	5.67	0.91	1.02
ENSG00000142188	TMEM50B	4	0	4	11.27	10	12.54	1.27	2.54
ENSG00000270071	AP001172.1	4	0	4	0.18	0.17	0.33	0.15	0.16
ENSG00000100206	DMC1	4	0	4	0.19	1.15	1.53	1.34	0.38
ENSG00000183864	TOB2	4	0	4	14.81	24.8	29.89	15.08	5.09
ENSG00000100181	TPTEP1	4	0	4	0.89	0.6	0.93	0.04	0.33
ENSG00000075218	GTSE1	4	0	4	15.14	15.03	18.35	3.21	3.32
ENSG00000187860	CCDC157	4	0	4	1.78	1.62	2.83	1.05	1.21
ENSG00000133519	ZDHHC8P1	4	0	4	1.49	1.53	2.23	0.74	0.7
ENSG00000235568	NFAM1	4	0	4	0.02	0.13	0.16	0.14	0.03
ENSG00000175697	GPR156	4	0	4	1.87	1.65	1.99	0.12	0.34
ENSG00000243069	ARHGEF26-AS1	4	0	4	3.15	3.72	4.74	1.59	1.02
ENSG00000168779	SHOX2	4	0	4	0.06	0.28	0.32	0.26	0.04
ENSG00000073711	PPP2R3A	4	0	4	1.29	2.25	2.82	1.53	0.57
ENSG00000248592	STIMATE-MUSTN1	4	0	4	1.55	0.55	2.04	0.49	1.49
ENSG00000114853	ZBTB47	4	0	4	1.67	1.94	3.23	1.56	1.29
ENSG00000076201	PTPN23	4	0	4	13.21	10.34	20.42	7.21	10.08
ENSG00000249693	THEGL	4	0	4	0.06	0.06	0.16	0.1	0.1
ENSG00000084092	NOA1	4	0	4	20.89	23.1	23.57	2.68	0.469999999999999
ENSG00000138744	NAAA	4	0	4	25.1	17.07	30.72	5.62	13.65
ENSG00000072840	EVC	4	0	4	4.11	3.6	4.4	0.29	0.8
ENSG00000120709	FAM53C	4	0	4	26.38	25.78	52.17	25.79	26.39
ENSG00000145592	RPL37	4	0	4	1117.64	1012.96	1186.56	68.9199999999998	173.6
ENSG00000079841	RIMS1	4	0	4	1.47	0.67	1.67	0.2	1
ENSG00000112039	FANCE	4	0	4	4.57	4.99	6.39	1.82	1.4
ENSG00000111877	MCM9	4	0	4	3.46	3.17	3.99	0.53	0.82
ENSG00000186340	THBS2	4	0	4	0.18	0.22	0.26	0.08	0.04
ENSG00000204301	NOTCH4	4	0	4	0.19	0.11	0.22	0.03	0.11
ENSG00000204713	TRIM27	4	0	4	33.03	31.34	33.72	0.689999999999998	2.38
ENSG00000186231	KLHL32	4	0	4	0.28	0.13	0.36	0.08	0.23
ENSG00000175048	ZDHHC14	4	0	4	3.46	5.72	8.94	5.48	3.22
ENSG00000146112	PPP1R18	4	0	4	4.23	7.62	8.29	4.06	0.669999999999999
ENSG00000048405	ZNF800	4	0	4	14.49	13.97	17.11	2.62	3.14
ENSG00000205903	ZNF316	4	0	4	5.74	5.54	5.88	0.14	0.34
ENSG00000106571	GLI3	4	0	4	1.45	1.63	1.93	0.48	0.3
ENSG00000273184	AC010655.4	4	0	4	1.86	2.88	5.9	4.04	3.02
ENSG00000122778	KIAA1549	4	0	4	6.85	8.78	9.99	3.14	1.21
ENSG00000227038	GTF2IP7	4	0	4	0.43	0.28	1.23	0.8	0.95
ENSG00000157212	PAXIP1	4	0	4	14.97	14.61	15.42	0.449999999999999	0.81
ENSG00000122515	ZMIZ2	4	0	4	32.7	40.31	49.27	16.57	8.96
ENSG00000105339	DENND3	4	0	4	6.51	3.95	6.88	0.37	2.93
ENSG00000253642	AF279873.3	4	0	4	2.25	3.44	3.96	1.71	0.52
ENSG00000107164	FUBP3	4	0	4	36.24	35.4	38.97	2.73	3.57
ENSG00000228714	AL691420.1	4	0	4	1.09	1.28	1.39	0.3	0.11
ENSG00000184925	LCN12	4	0	4	2.02	2.6	3.66	1.64	1.06
ENSG00000171097	KYAT1	4	0	4	4.03	2.96	5.16	1.13	2.2
ENSG00000203279	AL590705.1	4	0	4	2.09	1.99	2.77	0.68	0.78
ENSG00000106686	SPATA6L	4	0	4	0.42	1.15	1.71	1.29	0.56
ENSG00000178445	GLDC	4	0	4	1.02	1.29	1.52	0.5	0.23
ENSG00000233242	AL512604.3	4	0	4	0.07	0.14	0.28	0.21	0.14
ENSG00000147140	NONO	4	0	4	380.86	374.72	484.48	103.62	109.76
ENSG00000238123	MID1IP1-AS1	4	0	4	4.79	5.39	9.07	4.28	3.68
ENSG00000165175	MID1IP1	4	0	4	58.22	30.81	68.67	10.45	37.86
ENSG00000172943	PHF8	4	0	4	13.68	14.07	24.89	11.21	10.82
ENSG00000158813	EDA	4	0	4	6.14	2.89	6.15	0.0100000000000007	3.26
ENSG00000002586	CD99	4	0	4	42.33	32.55	42.51	0.18	9.96
ENSG00000013563	DNASE1L1	4	0	4	19.69	18.14	29.2	9.51	11.06
ENSG00000012660	ELOVL5	13	10	3	239.59	228.42	270.65	31.06	42.23
ENSG00000127124	HIVEP3	10	7	3	1.62	2.17	3.08	1.46	0.91
ENSG00000168993	CPLX1	10	7	3	3.48	4.62	4.72	1.24	0.0999999999999996
ENSG00000179604	CDC42EP4	9	6	3	17.09	20.56	21.7	4.61	1.14
ENSG00000254995	STX16-NPEPL1	9	6	3	0.88	0.73	2.26	1.38	1.53
ENSG00000180921	FAM83H	9	6	3	28.97	53.83	56.66	27.69	2.83
ENSG00000127054	INTS11	8	5	3	66.3	89.05	98.71	32.41	9.66
ENSG00000197622	CDC42SE1	7	4	3	17.81	32.73	36.63	18.82	3.90000000000001
ENSG00000102996	MMP15	7	4	3	44.01	30.96	66.09	22.08	35.13
ENSG00000176720	BOK	7	4	3	18.17	29.35	41.11	22.94	11.76
ENSG00000159261	CLDN14	7	4	3	0.17	0.15	0.45	0.28	0.3
ENSG00000184792	OSBP2	7	4	3	7.37	5.78	7.84	0.47	2.06
ENSG00000280927	CTBP1-AS	7	4	3	2.41	2.29	2.86	0.45	0.57
ENSG00000107551	RASSF4	6	3	3	3.11	3.56	3.75	0.64	0.19
ENSG00000053254	FOXN3	6	3	3	7.35	7.26	8.13	0.780000000000001	0.870000000000001
ENSG00000258028	AL135878.1	6	3	3	0.55	0.38	1.9	1.35	1.52
ENSG00000183248	PRR36	6	3	3	13.34	33.38	48.24	34.9	14.86
ENSG00000115884	SDC1	6	3	3	30.79	31.85	51.65	20.86	19.8
ENSG00000127415	IDUA	6	3	3	7.53	4.83	7.96	0.43	3.13
ENSG00000182158	CREB3L2	6	3	3	13.54	8.16	16.2	2.66	8.04
ENSG00000077454	LRCH4	6	3	3	26.42	16.72	29.22	2.8	12.5
ENSG00000137103	TMEM8B	6	3	3	25.24	13.77	29.49	4.25	15.72
ENSG00000279073	AL807752.6	6	3	3	0.01	0.11	0.31	0.3	0.2
ENSG00000166444	DENND2B	5	2	3	8.88	11.72	16.09	7.21	4.37
ENSG00000149485	FADS1	5	2	3	86.06	75.2	90.31	4.25	15.11
ENSG00000172819	RARG	5	2	3	14.38	18.33	19.56	5.18	1.23
ENSG00000248975	AL133372.2	5	2	3	0.49	0.37	1.03	0.54	0.66
ENSG00000189067	LITAF	5	2	3	102.46	89.28	104.81	2.35000000000001	15.53
ENSG00000198909	MAP3K3	5	2	3	4.78	7.88	8.99	4.21	1.11
ENSG00000170703	TTLL6	5	2	3	1.13	1.64	1.7	0.57	0.0600000000000001
ENSG00000134504	KCTD1	5	2	3	12.77	10.05	13.4	0.630000000000001	3.35
ENSG00000176946	THAP4	5	2	3	55	55.16	59.7	4.7	4.54000000000001
ENSG00000144331	ZNF385B	5	2	3	9.84	11.17	13.77	3.93	2.6
ENSG00000100170	SLC5A1	5	2	3	0.38	0.48	0.89	0.51	0.41
ENSG00000228719	AL022313.2	5	2	3	0.29	0.27	1.09	0.8	0.82
ENSG00000114353	GNAI2	5	2	3	33.16	27.45	34.53	1.37	7.08
ENSG00000152503	TRIM36	5	2	3	5.37	7.43	9.88	4.51	2.45
ENSG00000124593	AL365205.1	5	2	3	4.95	5.32	5.38	0.43	0.0599999999999996
ENSG00000087085	ACHE	5	2	3	0.68	1	1.3	0.62	0.3
ENSG00000105889	STEAP1B	5	2	3	0.17	0.32	0.82	0.65	0.5
ENSG00000120875	DUSP4	5	2	3	28.94	30.25	35.41	6.47	5.16
ENSG00000284505	LYNX1-SLURP2	5	2	3	1.9	1.39	3.87	1.97	2.48
ENSG00000165185	KIAA1958	5	2	3	4.58	5.21	6	1.42	0.79
ENSG00000143434	SEMA6C	4	1	3	0.71	1.05	1.26	0.55	0.21
ENSG00000196182	STK40	4	1	3	14.13	18.37	31	16.87	12.63
ENSG00000227070	EPS15-AS1	4	1	3	0.46	1.08	2.81	2.35	1.73
ENSG00000116251	RPL22	4	1	3	49.57	63.43	71.26	21.69	7.83000000000001
ENSG00000157873	TNFRSF14	4	1	3	7.23	6.53	8.09	0.859999999999999	1.56
ENSG00000157870	PRXL2B	4	1	3	26.02	21.22	32.73	6.71	11.51
ENSG00000138286	FAM149B1	4	1	3	15.22	14.13	15.5	0.279999999999999	1.37
ENSG00000130649	CYP2E1	4	1	3	0.78	1.62	1.66	0.88	0.0399999999999998
ENSG00000095627	TDRD1	4	1	3	0.13	0.1	0.16	0.03	0.06
ENSG00000228021	AL158835.1	4	1	3	0.05	0.26	0.68	0.63	0.42
ENSG00000134954	ETS1	4	1	3	0.34	0.05	0.6	0.26	0.55
ENSG00000110031	LPXN	4	1	3	1.76	2.46	3.23	1.47	0.77
ENSG00000284922	AP000812.5	4	1	3	0.49	1.1	1.32	0.83	0.22
ENSG00000257242	LINC01619	4	1	3	0.09	0.58	0.75	0.66	0.17
ENSG00000110844	PRPF40B	4	1	3	14.73	6.94	14.84	0.109999999999999	7.9
ENSG00000111052	LIN7A	4	1	3	10.53	10.69	13.72	3.19	3.03
ENSG00000134533	RERG	4	1	3	0.18	0.17	0.39	0.21	0.22
ENSG00000111087	GLI1	4	1	3	1.06	0.6	2.35	1.29	1.75
ENSG00000230490	AL139383.1	4	1	3	0.79	0.21	1.03	0.24	0.82
ENSG00000157227	MMP14	4	1	3	0.18	0.05	0.22	0.04	0.17
ENSG00000185215	TNFAIP2	4	1	3	2.57	3.55	3.8	1.23	0.25
ENSG00000029364	SLC39A9	4	1	3	28.93	24.33	29.06	0.129999999999999	4.73
ENSG00000069667	RORA	4	1	3	3.4	1.76	3.7	0.3	1.94
ENSG00000196296	ATP2A1	4	1	3	1.27	1.41	2.75	1.48	1.34
ENSG00000167526	RPL13	4	1	3	1596.44	1646.91	1822.94	226.5	176.03
ENSG00000262587	AC133552.2	4	1	3	0.67	1.35	2.14	1.47	0.79
ENSG00000135736	CCDC102A	4	1	3	4.36	3.39	5.21	0.85	1.82
ENSG00000198211	AC092143.1	4	1	3	0.98	2	3.27	2.29	1.27
ENSG00000259768	AC004943.2	4	1	3	5.52	5.29	5.92	0.4	0.63
ENSG00000182685	BRICD5	4	1	3	3.28	3.95	6.66	3.38	2.71
ENSG00000174628	IQCK	4	1	3	3.39	5.99	6.11	2.72	0.12
ENSG00000162062	TEDC2	4	1	3	15.78	15.36	16.06	0.279999999999999	0.699999999999999
ENSG00000006695	COX10	4	1	3	6.39	7.79	10.49	4.1	2.7
ENSG00000266173	STRADA	4	1	3	9.33	7.87	10.47	1.14	2.6
ENSG00000225663	MCRIP1	4	1	3	22.83	17.6	25.44	2.61	7.84
ENSG00000141506	PIK3R5	4	1	3	1.04	0.44	1.53	0.49	1.09
ENSG00000205710	C17orf107	4	1	3	1.2	1.77	1.83	0.63	0.0600000000000001
ENSG00000167549	CORO6	4	1	3	0.05	0.09	0.13	0.08	0.04
ENSG00000141456	PELP1	4	1	3	23.24	30.9	66.49	43.25	35.59
ENSG00000166750	SLFN5	4	1	3	8.25	9.62	9.65	1.4	0.0300000000000011
ENSG00000108509	CAMTA2	4	1	3	40.88	31.84	51	10.12	19.16
ENSG00000074219	TEAD2	4	1	3	4.23	5.15	7.03	2.8	1.88
ENSG00000125648	SLC25A23	4	1	3	30.86	80.9	85.37	54.51	4.47
ENSG00000197937	ZNF347	4	1	3	0.89	0.74	1.9	1.01	1.16
ENSG00000178935	ZNF552	4	1	3	2.62	2.52	2.67	0.0499999999999998	0.15
ENSG00000127824	TUBA4A	4	1	3	185.22	187.51	192.8	7.58000000000001	5.29000000000002
ENSG00000138092	CENPO	4	1	3	10.41	9.91	11.89	1.48	1.98
ENSG00000153832	FBXO36	4	1	3	1.54	1.19	2.29	0.75	1.1
ENSG00000118263	KLF7	4	1	3	14.91	7.41	17.93	3.02	10.52
ENSG00000124006	OBSL1	4	1	3	0.39	0.31	1.22	0.83	0.91
ENSG00000101452	DHX35	4	1	3	3.51	6.05	6.1	2.59	0.0499999999999998
ENSG00000166619	BLCAP	4	1	3	26.51	35.88	38.37	11.86	2.48999999999999
ENSG00000101421	CHMP4B	4	1	3	45.64	40.32	47.06	1.42	6.74
ENSG00000100299	ARSA	4	1	3	18.09	19.59	23.38	5.29	3.79
ENSG00000100162	CENPM	4	1	3	32.57	32.59	36.34	3.77	3.75
ENSG00000100263	RHBDD3	4	1	3	24.1	23.43	27.26	3.16	3.83
ENSG00000163884	KLF15	4	1	3	8.88	7.99	10.38	1.5	2.39
ENSG00000242086	MUC20-OT1	4	1	3	29.7	23.75	29.73	0.0300000000000011	5.98
ENSG00000249896	LINC02495	4	1	3	0.07	0.04	0.08	0.01	0.04
ENSG00000244968	LIFR-AS1	4	1	3	0.38	0.35	0.72	0.34	0.37
ENSG00000186493	C5orf38	4	1	3	6.63	10.06	10.41	3.78	0.35
ENSG00000131459	GFPT2	4	1	3	0.7	1.22	1.23	0.53	0.01
ENSG00000131446	MGAT1	4	1	3	23.43	20.7	25.59	2.16	4.89
ENSG00000146411	SLC2A12	4	1	3	5.44	6.59	7.04	1.6	0.45
ENSG00000204394	VARS1	4	1	3	170.2	152.16	173.76	3.56	21.6
ENSG00000234585	CCT6P3	4	1	3	1.95	1.64	2.23	0.28	0.59
ENSG00000059377	TBXAS1	4	1	3	3.75	4.42	5.04	1.29	0.62
ENSG00000185189	NRBP2	4	1	3	4.27	4.21	5.7	1.43	1.49
ENSG00000253320	AZIN1-AS1	4	1	3	1.84	1.84	3.04	1.2	1.2
ENSG00000203993	ARRDC1-AS1	4	1	3	10.35	9.07	11.32	0.970000000000001	2.25
ENSG00000147854	UHRF2	4	1	3	11.57	8.15	12.33	0.76	4.18
ENSG00000148337	CIZ1	4	1	3	74.79	64.08	111.43	36.64	47.35
ENSG00000101986	ABCD1	4	1	3	17.45	22.94	33.11	15.66	10.17
ENSG00000157978	LDLRAP1	3	0	3	6.59	7.16	8.26	1.67	1.1
ENSG00000143379	SETDB1	3	0	3	12.96	14.01	15.75	2.79	1.74
ENSG00000079277	MKNK1	3	0	3	11.29	11.61	15.76	4.47	4.15
ENSG00000198715	GLMP	3	0	3	29.77	33.1	36.36	6.59	3.26
ENSG00000162738	VANGL2	3	0	3	1.25	1.56	1.6	0.35	0.04
ENSG00000154027	AK5	3	0	3	0.49	1.12	2.42	1.93	1.3
ENSG00000187800	PEAR1	3	0	3	0.04	0.08	0.28	0.24	0.2
ENSG00000230615	AL139220.2	3	0	3	1.31	1.23	1.82	0.51	0.59
ENSG00000143382	ADAMTSL4	3	0	3	1.15	1.6	2.32	1.17	0.72
ENSG00000232586	KIAA1614-AS1	3	0	3	1.45	1.28	1.6	0.15	0.32
ENSG00000198700	IPO9	3	0	3	41	36.22	47.4	6.4	11.18
ENSG00000143811	PYCR2	3	0	3	58.39	54.99	59.17	0.780000000000001	4.18
ENSG00000085552	IGSF9	3	0	3	2.58	3.12	3.43	0.85	0.31
ENSG00000177807	KCNJ10	3	0	3	0.06	0.07	0.27	0.21	0.2
ENSG00000160753	RUSC1	3	0	3	15.6	24.94	32.72	17.12	7.78
ENSG00000242125	SNHG3	3	0	3	18.77	21.05	33.25	14.48	12.2
ENSG00000225313	AL513327.1	3	0	3	2.14	3.14	3.51	1.37	0.37
ENSG00000055070	SZRD1	3	0	3	43.9	54.96	72.1	28.2	17.14
ENSG00000117151	CTBS	3	0	3	19.91	20.14	20.25	0.34	0.109999999999999
ENSG00000215788	TNFRSF25	3	0	3	0.74	0.62	0.97	0.23	0.35
ENSG00000162631	NTNG1	3	0	3	0.35	0.59	1.32	0.97	0.73
ENSG00000134215	VAV3	3	0	3	0.19	0.02	0.34	0.15	0.32
ENSG00000092607	TBX15	3	0	3	0.04	0.07	0.2	0.16	0.13
ENSG00000237276	ANO7L1	3	0	3	0.17	0.21	0.29	0.12	0.08
ENSG00000143195	ILDR2	3	0	3	0.3	0.29	0.8	0.5	0.51
ENSG00000143621	ILF2	3	0	3	127.37	125.92	145.6	18.23	19.68
ENSG00000267272	LINC01140	3	0	3	0.13	0.64	0.69	0.56	0.0499999999999999
ENSG00000229953	AL590666.2	3	0	3	2.64	2.65	3.47	0.83	0.82
ENSG00000211454	AKR7L	3	0	3	0.54	1	1.5	0.96	0.5
ENSG00000142657	PGD	3	0	3	46.76	74	74.59	27.83	0.590000000000003
ENSG00000169403	PTAFR	3	0	3	0.02	0.06	0.08	0.06	0.02
ENSG00000120942	UBIAD1	3	0	3	6.3	7.9	8.37	2.07	0.469999999999999
ENSG00000155629	PIK3AP1	3	0	3	10.36	14.06	17.18	6.82	3.12
ENSG00000272447	AL135925.1	3	0	3	2.35	2.05	3.1	0.75	1.05
ENSG00000237036	ZEB1-AS1	3	0	3	4.26	3.38	6.06	1.8	2.68
ENSG00000188316	ENO4	3	0	3	0.64	0.3	0.77	0.13	0.47
ENSG00000138119	MYOF	3	0	3	0.14	0.29	0.41	0.27	0.12
ENSG00000226009	KCNIP2-AS1	3	0	3	0.59	0.39	0.84	0.25	0.45
ENSG00000156502	SUPV3L1	3	0	3	30.43	31.48	31.84	1.41	0.359999999999999
